date,division,index,division_name,summary
2018-05-01,05,115.9,"Household Furnishings, Equipment & Maintenance","On 2018-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.9."
2018-06-01,05,113.1,"Household Furnishings, Equipment & Maintenance","On 2018-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 113.1."
2018-07-01,05,113.1,"Household Furnishings, Equipment & Maintenance","On 2018-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 113.1."
2018-08-01,05,113.2,"Household Furnishings, Equipment & Maintenance","On 2018-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 113.2."
2018-09-01,05,114.3,"Household Furnishings, Equipment & Maintenance","On 2018-09-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 114.3."
2018-10-01,05,114.8,"Household Furnishings, Equipment & Maintenance","On 2018-10-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 114.8."
2018-11-01,05,115.1,"Household Furnishings, Equipment & Maintenance","On 2018-11-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.1."
2018-12-01,05,115.3,"Household Furnishings, Equipment & Maintenance","On 2018-12-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.3."
2019-01-01,05,115.5,"Household Furnishings, Equipment & Maintenance","On 2019-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.5."
2019-02-01,05,115.8,"Household Furnishings, Equipment & Maintenance","On 2019-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.8."
2019-03-01,05,116.1,"Household Furnishings, Equipment & Maintenance","On 2019-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.1."
2019-04-01,05,116.1,"Household Furnishings, Equipment & Maintenance","On 2019-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.1."
2019-05-01,05,116.5,"Household Furnishings, Equipment & Maintenance","On 2019-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.5."
2019-06-01,05,116.6,"Household Furnishings, Equipment & Maintenance","On 2019-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.6."
2019-07-01,05,116.8,"Household Furnishings, Equipment & Maintenance","On 2019-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2019-08-01,05,116.8,"Household Furnishings, Equipment & Maintenance","On 2019-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2019-09-01,05,116.7,"Household Furnishings, Equipment & Maintenance","On 2019-09-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2019-10-01,05,116.7,"Household Furnishings, Equipment & Maintenance","On 2019-10-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2019-11-01,05,116.8,"Household Furnishings, Equipment & Maintenance","On 2019-11-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2019-12-01,05,116.9,"Household Furnishings, Equipment & Maintenance","On 2019-12-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.9."
2020-01-01,05,116.9,"Household Furnishings, Equipment & Maintenance","On 2020-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.9."
2020-02-01,05,117.0,"Household Furnishings, Equipment & Maintenance","On 2020-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.0."
2020-03-01,05,117.0,"Household Furnishings, Equipment & Maintenance","On 2020-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.0."
2020-04-01,05,116.5,"Household Furnishings, Equipment & Maintenance","On 2020-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.5."
2020-05-01,05,116.3,"Household Furnishings, Equipment & Maintenance","On 2020-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.3."
2020-06-01,05,116.4,"Household Furnishings, Equipment & Maintenance","On 2020-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.4."
2020-07-01,05,116.7,"Household Furnishings, Equipment & Maintenance","On 2020-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2020-08-01,05,116.7,"Household Furnishings, Equipment & Maintenance","On 2020-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2020-09-01,05,116.8,"Household Furnishings, Equipment & Maintenance","On 2020-09-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2020-10-01,05,116.8,"Household Furnishings, Equipment & Maintenance","On 2020-10-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2020-11-01,05,116.7,"Household Furnishings, Equipment & Maintenance","On 2020-11-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2020-12-01,05,116.8,"Household Furnishings, Equipment & Maintenance","On 2020-12-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2021-01-01,05,117.1,"Household Furnishings, Equipment & Maintenance","On 2021-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.1."
2021-02-01,05,117.3,"Household Furnishings, Equipment & Maintenance","On 2021-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.3."
2021-03-01,05,118.0,"Household Furnishings, Equipment & Maintenance","On 2021-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.0."
2021-04-01,05,118.4,"Household Furnishings, Equipment & Maintenance","On 2021-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.4."
2021-05-01,05,118.7,"Household Furnishings, Equipment & Maintenance","On 2021-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-06-01,05,118.7,"Household Furnishings, Equipment & Maintenance","On 2021-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-07-01,05,118.7,"Household Furnishings, Equipment & Maintenance","On 2021-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-08-01,05,118.7,"Household Furnishings, Equipment & Maintenance","On 2021-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-09-01,05,118.8,"Household Furnishings, Equipment & Maintenance","On 2021-09-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.8."
2021-10-01,05,119.3,"Household Furnishings, Equipment & Maintenance","On 2021-10-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 119.3."
2021-11-01,05,119.7,"Household Furnishings, Equipment & Maintenance","On 2021-11-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 119.7."
2021-12-01,05,120.0,"Household Furnishings, Equipment & Maintenance","On 2021-12-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 120.0."
2022-01-01,05,120.7,"Household Furnishings, Equipment & Maintenance","On 2022-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 120.7."
2022-02-01,05,121.0,"Household Furnishings, Equipment & Maintenance","On 2022-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 121.0."
2022-03-01,05,121.5,"Household Furnishings, Equipment & Maintenance","On 2022-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 121.5."
2022-04-01,05,121.6,"Household Furnishings, Equipment & Maintenance","On 2022-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 121.6."
2022-05-01,05,122.2,"Household Furnishings, Equipment & Maintenance","On 2022-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 122.2."
2022-06-01,05,122.7,"Household Furnishings, Equipment & Maintenance","On 2022-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 122.7."
2022-07-01,05,123.4,"Household Furnishings, Equipment & Maintenance","On 2022-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 123.4."
2022-08-01,05,123.8,"Household Furnishings, Equipment & Maintenance","On 2022-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 123.8."
2022-09-01,05,124.0,"Household Furnishings, Equipment & Maintenance","On 2022-09-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.0."
2022-10-01,05,124.2,"Household Furnishings, Equipment & Maintenance","On 2022-10-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.2."
2022-11-01,05,124.3,"Household Furnishings, Equipment & Maintenance","On 2022-11-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.3."
2022-12-01,05,124.4,"Household Furnishings, Equipment & Maintenance","On 2022-12-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.4."
2023-01-01,05,124.9,"Household Furnishings, Equipment & Maintenance","On 2023-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.9."
2023-02-01,05,125.1,"Household Furnishings, Equipment & Maintenance","On 2023-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.1."
2023-03-01,05,125.3,"Household Furnishings, Equipment & Maintenance","On 2023-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.3."
2023-04-01,05,125.3,"Household Furnishings, Equipment & Maintenance","On 2023-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.3."
2023-05-01,05,125.5,"Household Furnishings, Equipment & Maintenance","On 2023-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.5."
2023-06-01,05,125.5,"Household Furnishings, Equipment & Maintenance","On 2023-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.5."
2023-07-01,05,125.7,"Household Furnishings, Equipment & Maintenance","On 2023-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.7."
2023-08-01,05,125.9,"Household Furnishings, Equipment & Maintenance","On 2023-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.9."
2023-09-01,05,125.9,"Household Furnishings, Equipment & Maintenance","On 2023-09-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.9."
2023-10-01,05,126.0,"Household Furnishings, Equipment & Maintenance","On 2023-10-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.0."
2023-11-01,05,126.1,"Household Furnishings, Equipment & Maintenance","On 2023-11-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.1."
2023-12-01,05,126.1,"Household Furnishings, Equipment & Maintenance","On 2023-12-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.1."
2024-01-01,05,126.1,"Household Furnishings, Equipment & Maintenance","On 2024-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.1."
2024-02-01,05,126.2,"Household Furnishings, Equipment & Maintenance","On 2024-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.2."
2024-03-01,05,126.4,"Household Furnishings, Equipment & Maintenance","On 2024-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.4."
2024-04-01,05,126.5,"Household Furnishings, Equipment & Maintenance","On 2024-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.5."
2024-05-01,05,126.5,"Household Furnishings, Equipment & Maintenance","On 2024-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.5."
2024-06-01,05,126.6,"Household Furnishings, Equipment & Maintenance","On 2024-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2024-07-01,05,126.8,"Household Furnishings, Equipment & Maintenance","On 2024-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.8."
2024-08-01,05,126.8,"Household Furnishings, Equipment & Maintenance","On 2024-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.8."
2024-09-01,05,126.7,"Household Furnishings, Equipment & Maintenance","On 2024-09-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2024-10-01,05,126.6,"Household Furnishings, Equipment & Maintenance","On 2024-10-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2024-11-01,05,126.7,"Household Furnishings, Equipment & Maintenance","On 2024-11-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2024-12-01,05,126.6,"Household Furnishings, Equipment & Maintenance","On 2024-12-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2025-01-01,05,126.7,"Household Furnishings, Equipment & Maintenance","On 2025-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-02-01,05,126.6,"Household Furnishings, Equipment & Maintenance","On 2025-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2025-03-01,05,126.7,"Household Furnishings, Equipment & Maintenance","On 2025-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-04-01,05,126.6,"Household Furnishings, Equipment & Maintenance","On 2025-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2025-05-01,05,126.7,"Household Furnishings, Equipment & Maintenance","On 2025-05-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-06-01,05,126.7,"Household Furnishings, Equipment & Maintenance","On 2025-06-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-07-01,05,126.9,"Household Furnishings, Equipment & Maintenance","On 2025-07-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.9."
2025-08-01,05,127.0,"Household Furnishings, Equipment & Maintenance","On 2025-08-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 127.0."
2018-01-01,06,122.4,Health,"On 2018-01-01, the Core CPI for Health was 122.4."
2018-02-01,06,122.5,Health,"On 2018-02-01, the Core CPI for Health was 122.5."
2018-03-01,06,122.6,Health,"On 2018-03-01, the Core CPI for Health was 122.6."
2018-04-01,06,122.9,Health,"On 2018-04-01, the Core CPI for Health was 122.9."
2018-05-01,06,122.9,Health,"On 2018-05-01, the Core CPI for Health was 122.9."
2018-06-01,06,121.2,Health,"On 2018-06-01, the Core CPI for Health was 121.2."
2018-07-01,06,121.2,Health,"On 2018-07-01, the Core CPI for Health was 121.2."
2018-08-01,06,121.3,Health,"On 2018-08-01, the Core CPI for Health was 121.3."
2018-09-01,06,121.3,Health,"On 2018-09-01, the Core CPI for Health was 121.3."
2018-10-01,06,121.3,Health,"On 2018-10-01, the Core CPI for Health was 121.3."
2018-11-01,06,121.5,Health,"On 2018-11-01, the Core CPI for Health was 121.5."
2018-12-01,06,121.5,Health,"On 2018-12-01, the Core CPI for Health was 121.5."
2019-01-01,06,121.8,Health,"On 2019-01-01, the Core CPI for Health was 121.8."
2019-02-01,06,122.0,Health,"On 2019-02-01, the Core CPI for Health was 122.0."
2019-03-01,06,122.3,Health,"On 2019-03-01, the Core CPI for Health was 122.3."
2019-04-01,06,122.5,Health,"On 2019-04-01, the Core CPI for Health was 122.5."
2019-05-01,06,122.5,Health,"On 2019-05-01, the Core CPI for Health was 122.5."
2019-06-01,06,122.7,Health,"On 2019-06-01, the Core CPI for Health was 122.7."
2019-07-01,06,122.8,Health,"On 2019-07-01, the Core CPI for Health was 122.8."
2019-08-01,06,123.0,Health,"On 2019-08-01, the Core CPI for Health was 123.0."
2019-09-01,06,122.9,Health,"On 2019-09-01, the Core CPI for Health was 122.9."
2019-10-01,06,123.0,Health,"On 2019-10-01, the Core CPI for Health was 123.0."
2019-11-01,06,123.2,Health,"On 2019-11-01, the Core CPI for Health was 123.2."
2019-12-01,06,123.2,Health,"On 2019-12-01, the Core CPI for Health was 123.2."
2020-01-01,06,123.5,Health,"On 2020-01-01, the Core CPI for Health was 123.5."
2020-02-01,06,123.6,Health,"On 2020-02-01, the Core CPI for Health was 123.6."
2020-03-01,06,124.0,Health,"On 2020-03-01, the Core CPI for Health was 124.0."
2020-04-01,06,124.0,Health,"On 2020-04-01, the Core CPI for Health was 124.0."
2020-05-01,06,124.0,Health,"On 2020-05-01, the Core CPI for Health was 124.0."
2020-06-01,06,124.1,Health,"On 2020-06-01, the Core CPI for Health was 124.1."
2020-07-01,06,124.2,Health,"On 2020-07-01, the Core CPI for Health was 124.2."
2020-08-01,06,124.3,Health,"On 2020-08-01, the Core CPI for Health was 124.3."
2020-09-01,06,124.3,Health,"On 2020-09-01, the Core CPI for Health was 124.3."
2020-10-01,06,124.4,Health,"On 2020-10-01, the Core CPI for Health was 124.4."
2020-11-01,06,124.4,Health,"On 2020-11-01, the Core CPI for Health was 124.4."
2020-12-01,06,124.4,Health,"On 2020-12-01, the Core CPI for Health was 124.4."
2021-01-01,06,124.4,Health,"On 2021-01-01, the Core CPI for Health was 124.4."
2021-02-01,06,124.5,Health,"On 2021-02-01, the Core CPI for Health was 124.5."
2021-03-01,06,124.6,Health,"On 2021-03-01, the Core CPI for Health was 124.6."
2021-04-01,06,124.6,Health,"On 2021-04-01, the Core CPI for Health was 124.6."
2021-05-01,06,124.7,Health,"On 2021-05-01, the Core CPI for Health was 124.7."
2021-06-01,06,124.7,Health,"On 2021-06-01, the Core CPI for Health was 124.7."
2021-07-01,06,124.7,Health,"On 2021-07-01, the Core CPI for Health was 124.7."
2021-08-01,06,124.7,Health,"On 2021-08-01, the Core CPI for Health was 124.7."
2021-09-01,06,124.7,Health,"On 2021-09-01, the Core CPI for Health was 124.7."
2021-10-01,06,124.7,Health,"On 2021-10-01, the Core CPI for Health was 124.7."
2021-11-01,06,124.7,Health,"On 2021-11-01, the Core CPI for Health was 124.7."
2021-12-01,06,124.7,Health,"On 2021-12-01, the Core CPI for Health was 124.7."
2022-01-01,06,124.8,Health,"On 2022-01-01, the Core CPI for Health was 124.8."
2022-02-01,06,125.1,Health,"On 2022-02-01, the Core CPI for Health was 125.1."
2022-03-01,06,124.8,Health,"On 2022-03-01, the Core CPI for Health was 124.8."
2022-04-01,06,124.9,Health,"On 2022-04-01, the Core CPI for Health was 124.9."
2022-05-01,06,125.2,Health,"On 2022-05-01, the Core CPI for Health was 125.2."
2022-06-01,06,125.4,Health,"On 2022-06-01, the Core CPI for Health was 125.4."
2022-07-01,06,125.7,Health,"On 2022-07-01, the Core CPI for Health was 125.7."
2022-08-01,06,125.8,Health,"On 2022-08-01, the Core CPI for Health was 125.8."
2022-09-01,06,125.9,Health,"On 2022-09-01, the Core CPI for Health was 125.9."
2022-10-01,06,126.0,Health,"On 2022-10-01, the Core CPI for Health was 126.0."
2022-11-01,06,126.4,Health,"On 2022-11-01, the Core CPI for Health was 126.4."
2022-12-01,06,126.3,Health,"On 2022-12-01, the Core CPI for Health was 126.3."
2023-01-01,06,126.8,Health,"On 2023-01-01, the Core CPI for Health was 126.8."
2023-02-01,06,127.4,Health,"On 2023-02-01, the Core CPI for Health was 127.4."
2023-03-01,06,127.5,Health,"On 2023-03-01, the Core CPI for Health was 127.5."
2023-04-01,06,127.5,Health,"On 2023-04-01, the Core CPI for Health was 127.5."
2023-05-01,06,127.6,Health,"On 2023-05-01, the Core CPI for Health was 127.6."
2023-06-01,06,127.9,Health,"On 2023-06-01, the Core CPI for Health was 127.9."
2023-07-01,06,128.2,Health,"On 2023-07-01, the Core CPI for Health was 128.2."
2023-08-01,06,128.8,Health,"On 2023-08-01, the Core CPI for Health was 128.8."
2023-09-01,06,128.7,Health,"On 2023-09-01, the Core CPI for Health was 128.7."
2023-10-01,06,129.0,Health,"On 2023-10-01, the Core CPI for Health was 129.0."
2023-11-01,06,129.3,Health,"On 2023-11-01, the Core CPI for Health was 129.3."
2023-12-01,06,129.5,Health,"On 2023-12-01, the Core CPI for Health was 129.5."
2024-01-01,06,129.8,Health,"On 2024-01-01, the Core CPI for Health was 129.8."
2024-02-01,06,130.3,Health,"On 2024-02-01, the Core CPI for Health was 130.3."
2024-03-01,06,130.2,Health,"On 2024-03-01, the Core CPI for Health was 130.2."
2024-04-01,06,130.5,Health,"On 2024-04-01, the Core CPI for Health was 130.5."
2024-05-01,06,130.6,Health,"On 2024-05-01, the Core CPI for Health was 130.6."
2024-06-01,06,130.4,Health,"On 2024-06-01, the Core CPI for Health was 130.4."
2024-07-01,06,130.9,Health,"On 2024-07-01, the Core CPI for Health was 130.9."
2024-08-01,06,131.0,Health,"On 2024-08-01, the Core CPI for Health was 131.0."
2024-09-01,06,130.9,Health,"On 2024-09-01, the Core CPI for Health was 130.9."
2024-10-01,06,131.0,Health,"On 2024-10-01, the Core CPI for Health was 131.0."
2024-11-01,06,131.2,Health,"On 2024-11-01, the Core CPI for Health was 131.2."
2024-12-01,06,131.2,Health,"On 2024-12-01, the Core CPI for Health was 131.2."
2025-01-01,06,131.7,Health,"On 2025-01-01, the Core CPI for Health was 131.7."
2025-02-01,06,131.9,Health,"On 2025-02-01, the Core CPI for Health was 131.9."
2025-03-01,06,131.9,Health,"On 2025-03-01, the Core CPI for Health was 131.9."
2025-04-01,06,132.0,Health,"On 2025-04-01, the Core CPI for Health was 132.0."
2025-05-01,06,132.2,Health,"On 2025-05-01, the Core CPI for Health was 132.2."
2025-06-01,06,132.2,Health,"On 2025-06-01, the Core CPI for Health was 132.2."
2025-07-01,06,132.4,Health,"On 2025-07-01, the Core CPI for Health was 132.4."
2025-08-01,06,132.5,Health,"On 2025-08-01, the Core CPI for Health was 132.5."
2018-01-01,07,114.6,Transport,"On 2018-01-01, the Core CPI for Transport was 114.6."
2018-02-01,07,114.2,Transport,"On 2018-02-01, the Core CPI for Transport was 114.2."
2018-03-01,07,112.8,Transport,"On 2018-03-01, the Core CPI for Transport was 112.8."
2018-04-01,07,112.8,Transport,"On 2018-04-01, the Core CPI for Transport was 112.8."
2018-05-01,07,112.6,Transport,"On 2018-05-01, the Core CPI for Transport was 112.6."
2018-06-01,07,111.7,Transport,"On 2018-06-01, the Core CPI for Transport was 111.7."
2018-07-01,07,111.7,Transport,"On 2018-07-01, the Core CPI for Transport was 111.7."
2018-08-01,07,111.8,Transport,"On 2018-08-01, the Core CPI for Transport was 111.8."
2018-09-01,07,112.1,Transport,"On 2018-09-01, the Core CPI for Transport was 112.1."
2018-10-01,07,112.4,Transport,"On 2018-10-01, the Core CPI for Transport was 112.4."
2018-11-01,07,112.5,Transport,"On 2018-11-01, the Core CPI for Transport was 112.5."
2018-12-01,07,112.0,Transport,"On 2018-12-01, the Core CPI for Transport was 112.0."
2019-01-01,07,105.9,Transport,"On 2019-01-01, the Core CPI for Transport was 105.9."
2019-02-01,07,106.4,Transport,"On 2019-02-01, the Core CPI for Transport was 106.4."
2019-03-01,07,109.2,Transport,"On 2019-03-01, the Core CPI for Transport was 109.2."
2019-04-01,07,109.7,Transport,"On 2019-04-01, the Core CPI for Transport was 109.7."
2019-05-01,07,109.8,Transport,"On 2019-05-01, the Core CPI for Transport was 109.8."
2019-06-01,07,109.5,Transport,"On 2019-06-01, the Core CPI for Transport was 109.5."
2019-07-01,07,109.6,Transport,"On 2019-07-01, the Core CPI for Transport was 109.6."
2019-08-01,07,109.5,Transport,"On 2019-08-01, the Core CPI for Transport was 109.5."
2019-09-01,07,109.6,Transport,"On 2019-09-01, the Core CPI for Transport was 109.6."
2019-10-01,07,109.8,Transport,"On 2019-10-01, the Core CPI for Transport was 109.8."
2019-11-01,07,109.8,Transport,"On 2019-11-01, the Core CPI for Transport was 109.8."
2019-12-01,07,109.9,Transport,"On 2019-12-01, the Core CPI for Transport was 109.9."
2020-01-01,07,107.4,Transport,"On 2020-01-01, the Core CPI for Transport was 107.4."
2020-02-01,07,106.6,Transport,"On 2020-02-01, the Core CPI for Transport was 106.6."
2020-03-01,07,109.5,Transport,"On 2020-03-01, the Core CPI for Transport was 109.5."
2020-04-01,07,109.9,Transport,"On 2020-04-01, the Core CPI for Transport was 109.9."
2020-05-01,07,110.0,Transport,"On 2020-05-01, the Core CPI for Transport was 110.0."
2020-06-01,07,109.3,Transport,"On 2020-06-01, the Core CPI for Transport was 109.3."
2020-07-01,07,109.4,Transport,"On 2020-07-01, the Core CPI for Transport was 109.4."
2020-08-01,07,109.6,Transport,"On 2020-08-01, the Core CPI for Transport was 109.6."
2020-09-01,07,109.5,Transport,"On 2020-09-01, the Core CPI for Transport was 109.5."
2020-10-01,07,109.6,Transport,"On 2020-10-01, the Core CPI for Transport was 109.6."
2020-11-01,07,109.6,Transport,"On 2020-11-01, the Core CPI for Transport was 109.6."
2020-12-01,07,109.6,Transport,"On 2020-12-01, the Core CPI for Transport was 109.6."
2021-01-01,07,106.8,Transport,"On 2021-01-01, the Core CPI for Transport was 106.8."
2021-02-01,07,107.1,Transport,"On 2021-02-01, the Core CPI for Transport was 107.1."
2021-03-01,07,110.2,Transport,"On 2021-03-01, the Core CPI for Transport was 110.2."
2021-04-01,07,110.6,Transport,"On 2021-04-01, the Core CPI for Transport was 110.6."
2021-05-01,07,110.9,Transport,"On 2021-05-01, the Core CPI for Transport was 110.9."
2021-06-01,07,110.4,Transport,"On 2021-06-01, the Core CPI for Transport was 110.4."
2021-07-01,07,110.5,Transport,"On 2021-07-01, the Core CPI for Transport was 110.5."
2021-08-01,07,110.4,Transport,"On 2021-08-01, the Core CPI for Transport was 110.4."
2021-09-01,07,110.5,Transport,"On 2021-09-01, the Core CPI for Transport was 110.5."
2021-10-01,07,110.8,Transport,"On 2021-10-01, the Core CPI for Transport was 110.8."
2021-11-01,07,110.4,Transport,"On 2021-11-01, the Core CPI for Transport was 110.4."
2021-12-01,07,111.7,Transport,"On 2021-12-01, the Core CPI for Transport was 111.7."
2022-01-01,07,110.3,Transport,"On 2022-01-01, the Core CPI for Transport was 110.3."
2022-02-01,07,110.8,Transport,"On 2022-02-01, the Core CPI for Transport was 110.8."
2022-03-01,07,114.5,Transport,"On 2022-03-01, the Core CPI for Transport was 114.5."
2022-04-01,07,115.2,Transport,"On 2022-04-01, the Core CPI for Transport was 115.2."
2022-05-01,07,116.1,Transport,"On 2022-05-01, the Core CPI for Transport was 116.1."
2022-06-01,07,116.1,Transport,"On 2022-06-01, the Core CPI for Transport was 116.1."
2022-07-01,07,117.2,Transport,"On 2022-07-01, the Core CPI for Transport was 117.2."
2022-08-01,07,117.8,Transport,"On 2022-08-01, the Core CPI for Transport was 117.8."
2022-09-01,07,118.7,Transport,"On 2022-09-01, the Core CPI for Transport was 118.7."
2022-10-01,07,119.3,Transport,"On 2022-10-01, the Core CPI for Transport was 119.3."
2022-11-01,07,119.1,Transport,"On 2022-11-01, the Core CPI for Transport was 119.1."
2022-12-01,07,119.8,Transport,"On 2022-12-01, the Core CPI for Transport was 119.8."
2023-01-01,07,117.5,Transport,"On 2023-01-01, the Core CPI for Transport was 117.5."
2023-02-01,07,117.7,Transport,"On 2023-02-01, the Core CPI for Transport was 117.7."
2023-03-01,07,121.0,Transport,"On 2023-03-01, the Core CPI for Transport was 121.0."
2023-04-01,07,122.0,Transport,"On 2023-04-01, the Core CPI for Transport was 122.0."
2023-05-01,07,122.3,Transport,"On 2023-05-01, the Core CPI for Transport was 122.3."
2023-06-01,07,121.8,Transport,"On 2023-06-01, the Core CPI for Transport was 121.8."
2023-07-01,07,122.0,Transport,"On 2023-07-01, the Core CPI for Transport was 122.0."
2023-08-01,07,122.0,Transport,"On 2023-08-01, the Core CPI for Transport was 122.0."
2023-09-01,07,122.2,Transport,"On 2023-09-01, the Core CPI for Transport was 122.2."
2023-10-01,07,122.5,Transport,"On 2023-10-01, the Core CPI for Transport was 122.5."
2023-11-01,07,121.8,Transport,"On 2023-11-01, the Core CPI for Transport was 121.8."
2023-12-01,07,122.5,Transport,"On 2023-12-01, the Core CPI for Transport was 122.5."
2024-01-01,07,119.9675,Transport,"On 2024-01-01, the Core CPI for Transport was 119.9675."
2024-02-01,07,120.3,Transport,"On 2024-02-01, the Core CPI for Transport was 120.3."
2024-03-01,07,123.9,Transport,"On 2024-03-01, the Core CPI for Transport was 123.9."
2024-04-01,07,124.5,Transport,"On 2024-04-01, the Core CPI for Transport was 124.5."
2024-05-01,07,124.9,Transport,"On 2024-05-01, the Core CPI for Transport was 124.9."
2024-06-01,07,124.3,Transport,"On 2024-06-01, the Core CPI for Transport was 124.3."
2024-07-01,07,124.6,Transport,"On 2024-07-01, the Core CPI for Transport was 124.6."
2024-08-01,07,124.7,Transport,"On 2024-08-01, the Core CPI for Transport was 124.7."
2024-09-01,07,125.0,Transport,"On 2024-09-01, the Core CPI for Transport was 125.0."
2024-10-01,07,125.0,Transport,"On 2024-10-01, the Core CPI for Transport was 125.0."
