date,division,index,division_name,summary
2023-10-01,02,,Alcoholic Beverages & Tobacco,"On 2023-10-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2023-11-01,02,,Alcoholic Beverages & Tobacco,"On 2023-11-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2023-12-01,02,,Alcoholic Beverages & Tobacco,"On 2023-12-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-01-01,02,,Alcoholic Beverages & Tobacco,"On 2024-01-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-02-01,02,,Alcoholic Beverages & Tobacco,"On 2024-02-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-03-01,02,,Alcoholic Beverages & Tobacco,"On 2024-03-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-04-01,02,,Alcoholic Beverages & Tobacco,"On 2024-04-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-05-01,02,,Alcoholic Beverages & Tobacco,"On 2024-05-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-06-01,02,,Alcoholic Beverages & Tobacco,"On 2024-06-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-07-01,02,,Alcoholic Beverages & Tobacco,"On 2024-07-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-08-01,02,,Alcoholic Beverages & Tobacco,"On 2024-08-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-09-01,02,,Alcoholic Beverages & Tobacco,"On 2024-09-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-10-01,02,,Alcoholic Beverages & Tobacco,"On 2024-10-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-11-01,02,,Alcoholic Beverages & Tobacco,"On 2024-11-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2024-12-01,02,,Alcoholic Beverages & Tobacco,"On 2024-12-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-01-01,02,,Alcoholic Beverages & Tobacco,"On 2025-01-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-02-01,02,,Alcoholic Beverages & Tobacco,"On 2025-02-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-03-01,02,,Alcoholic Beverages & Tobacco,"On 2025-03-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-04-01,02,,Alcoholic Beverages & Tobacco,"On 2025-04-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-05-01,02,,Alcoholic Beverages & Tobacco,"On 2025-05-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-06-01,02,,Alcoholic Beverages & Tobacco,"On 2025-06-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-07-01,02,,Alcoholic Beverages & Tobacco,"On 2025-07-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2025-08-01,02,,Alcoholic Beverages & Tobacco,"On 2025-08-01, the Core CPI for Alcoholic Beverages & Tobacco was nan."
2018-01-01,03,98.0,Clothing and Footwear,"On 2018-01-01, the Core CPI for Clothing and Footwear was 98.0."
2018-02-01,03,97.8,Clothing and Footwear,"On 2018-02-01, the Core CPI for Clothing and Footwear was 97.8."
2018-03-01,03,97.7,Clothing and Footwear,"On 2018-03-01, the Core CPI for Clothing and Footwear was 97.7."
2018-04-01,03,97.8,Clothing and Footwear,"On 2018-04-01, the Core CPI for Clothing and Footwear was 97.8."
2018-05-01,03,97.7,Clothing and Footwear,"On 2018-05-01, the Core CPI for Clothing and Footwear was 97.7."
2018-06-01,03,95.2,Clothing and Footwear,"On 2018-06-01, the Core CPI for Clothing and Footwear was 95.2."
2018-07-01,03,95.1,Clothing and Footwear,"On 2018-07-01, the Core CPI for Clothing and Footwear was 95.1."
2018-08-01,03,95.1,Clothing and Footwear,"On 2018-08-01, the Core CPI for Clothing and Footwear was 95.1."
2018-09-01,03,95.0,Clothing and Footwear,"On 2018-09-01, the Core CPI for Clothing and Footwear was 95.0."
2018-10-01,03,95.0,Clothing and Footwear,"On 2018-10-01, the Core CPI for Clothing and Footwear was 95.0."
2018-11-01,03,94.9,Clothing and Footwear,"On 2018-11-01, the Core CPI for Clothing and Footwear was 94.9."
2018-12-01,03,94.7,Clothing and Footwear,"On 2018-12-01, the Core CPI for Clothing and Footwear was 94.7."
2019-01-01,03,94.8,Clothing and Footwear,"On 2019-01-01, the Core CPI for Clothing and Footwear was 94.8."
2019-02-01,03,94.7,Clothing and Footwear,"On 2019-02-01, the Core CPI for Clothing and Footwear was 94.7."
2019-03-01,03,94.8,Clothing and Footwear,"On 2019-03-01, the Core CPI for Clothing and Footwear was 94.8."
2019-04-01,03,94.7,Clothing and Footwear,"On 2019-04-01, the Core CPI for Clothing and Footwear was 94.7."
2019-05-01,03,94.6,Clothing and Footwear,"On 2019-05-01, the Core CPI for Clothing and Footwear was 94.6."
2019-06-01,03,94.5,Clothing and Footwear,"On 2019-06-01, the Core CPI for Clothing and Footwear was 94.5."
2019-07-01,03,94.1,Clothing and Footwear,"On 2019-07-01, the Core CPI for Clothing and Footwear was 94.1."
2019-08-01,03,94.1,Clothing and Footwear,"On 2019-08-01, the Core CPI for Clothing and Footwear was 94.1."
2019-09-01,03,94.1,Clothing and Footwear,"On 2019-09-01, the Core CPI for Clothing and Footwear was 94.1."
2019-10-01,03,93.8,Clothing and Footwear,"On 2019-10-01, the Core CPI for Clothing and Footwear was 93.8."
2019-11-01,03,93.9,Clothing and Footwear,"On 2019-11-01, the Core CPI for Clothing and Footwear was 93.9."
2019-12-01,03,93.8,Clothing and Footwear,"On 2019-12-01, the Core CPI for Clothing and Footwear was 93.8."
2020-01-01,03,93.7,Clothing and Footwear,"On 2020-01-01, the Core CPI for Clothing and Footwear was 93.7."
2020-02-01,03,93.7,Clothing and Footwear,"On 2020-02-01, the Core CPI for Clothing and Footwear was 93.7."
2020-03-01,03,93.6,Clothing and Footwear,"On 2020-03-01, the Core CPI for Clothing and Footwear was 93.6."
2020-04-01,03,93.6,Clothing and Footwear,"On 2020-04-01, the Core CPI for Clothing and Footwear was 93.6."
2020-05-01,03,93.6,Clothing and Footwear,"On 2020-05-01, the Core CPI for Clothing and Footwear was 93.6."
2020-06-01,03,93.5,Clothing and Footwear,"On 2020-06-01, the Core CPI for Clothing and Footwear was 93.5."
2020-07-01,03,93.5,Clothing and Footwear,"On 2020-07-01, the Core CPI for Clothing and Footwear was 93.5."
2020-08-01,03,93.5,Clothing and Footwear,"On 2020-08-01, the Core CPI for Clothing and Footwear was 93.5."
2020-09-01,03,93.5,Clothing and Footwear,"On 2020-09-01, the Core CPI for Clothing and Footwear was 93.5."
2020-10-01,03,93.4,Clothing and Footwear,"On 2020-10-01, the Core CPI for Clothing and Footwear was 93.4."
2020-11-01,03,93.4,Clothing and Footwear,"On 2020-11-01, the Core CPI for Clothing and Footwear was 93.4."
2020-12-01,03,93.4,Clothing and Footwear,"On 2020-12-01, the Core CPI for Clothing and Footwear was 93.4."
2021-01-01,03,93.3,Clothing and Footwear,"On 2021-01-01, the Core CPI for Clothing and Footwear was 93.3."
2021-02-01,03,93.3,Clothing and Footwear,"On 2021-02-01, the Core CPI for Clothing and Footwear was 93.3."
2021-03-01,03,93.3,Clothing and Footwear,"On 2021-03-01, the Core CPI for Clothing and Footwear was 93.3."
2021-04-01,03,93.2,Clothing and Footwear,"On 2021-04-01, the Core CPI for Clothing and Footwear was 93.2."
2021-05-01,03,93.1,Clothing and Footwear,"On 2021-05-01, the Core CPI for Clothing and Footwear was 93.1."
2021-06-01,03,93.1,Clothing and Footwear,"On 2021-06-01, the Core CPI for Clothing and Footwear was 93.1."
2021-07-01,03,93.1,Clothing and Footwear,"On 2021-07-01, the Core CPI for Clothing and Footwear was 93.1."
2021-08-01,03,93.1,Clothing and Footwear,"On 2021-08-01, the Core CPI for Clothing and Footwear was 93.1."
2021-09-01,03,93.0,Clothing and Footwear,"On 2021-09-01, the Core CPI for Clothing and Footwear was 93.0."
2021-10-01,03,93.0,Clothing and Footwear,"On 2021-10-01, the Core CPI for Clothing and Footwear was 93.0."
2021-11-01,03,92.9,Clothing and Footwear,"On 2021-11-01, the Core CPI for Clothing and Footwear was 92.9."
2021-12-01,03,93.0,Clothing and Footwear,"On 2021-12-01, the Core CPI for Clothing and Footwear was 93.0."
2022-01-01,03,93.0,Clothing and Footwear,"On 2022-01-01, the Core CPI for Clothing and Footwear was 93.0."
2022-02-01,03,93.1,Clothing and Footwear,"On 2022-02-01, the Core CPI for Clothing and Footwear was 93.1."
2022-03-01,03,93.0,Clothing and Footwear,"On 2022-03-01, the Core CPI for Clothing and Footwear was 93.0."
2022-04-01,03,93.0,Clothing and Footwear,"On 2022-04-01, the Core CPI for Clothing and Footwear was 93.0."
2022-05-01,03,93.1,Clothing and Footwear,"On 2022-05-01, the Core CPI for Clothing and Footwear was 93.1."
2022-06-01,03,93.3,Clothing and Footwear,"On 2022-06-01, the Core CPI for Clothing and Footwear was 93.3."
2022-07-01,03,93.4,Clothing and Footwear,"On 2022-07-01, the Core CPI for Clothing and Footwear was 93.4."
2022-08-01,03,93.4,Clothing and Footwear,"On 2022-08-01, the Core CPI for Clothing and Footwear was 93.4."
2022-09-01,03,93.4,Clothing and Footwear,"On 2022-09-01, the Core CPI for Clothing and Footwear was 93.4."
2022-10-01,03,93.4,Clothing and Footwear,"On 2022-10-01, the Core CPI for Clothing and Footwear was 93.4."
2022-11-01,03,93.4,Clothing and Footwear,"On 2022-11-01, the Core CPI for Clothing and Footwear was 93.4."
2022-12-01,03,93.4,Clothing and Footwear,"On 2022-12-01, the Core CPI for Clothing and Footwear was 93.4."
2023-01-01,03,93.5,Clothing and Footwear,"On 2023-01-01, the Core CPI for Clothing and Footwear was 93.5."
2023-02-01,03,93.5,Clothing and Footwear,"On 2023-02-01, the Core CPI for Clothing and Footwear was 93.5."
2023-03-01,03,93.5,Clothing and Footwear,"On 2023-03-01, the Core CPI for Clothing and Footwear was 93.5."
2023-04-01,03,93.5,Clothing and Footwear,"On 2023-04-01, the Core CPI for Clothing and Footwear was 93.5."
2023-05-01,03,93.5,Clothing and Footwear,"On 2023-05-01, the Core CPI for Clothing and Footwear was 93.5."
2023-06-01,03,93.4,Clothing and Footwear,"On 2023-06-01, the Core CPI for Clothing and Footwear was 93.4."
2023-07-01,03,93.5,Clothing and Footwear,"On 2023-07-01, the Core CPI for Clothing and Footwear was 93.5."
2023-08-01,03,93.4,Clothing and Footwear,"On 2023-08-01, the Core CPI for Clothing and Footwear was 93.4."
2023-09-01,03,93.5,Clothing and Footwear,"On 2023-09-01, the Core CPI for Clothing and Footwear was 93.5."
2023-10-01,03,93.4,Clothing and Footwear,"On 2023-10-01, the Core CPI for Clothing and Footwear was 93.4."
2023-11-01,03,93.4,Clothing and Footwear,"On 2023-11-01, the Core CPI for Clothing and Footwear was 93.4."
2023-12-01,03,93.4,Clothing and Footwear,"On 2023-12-01, the Core CPI for Clothing and Footwear was 93.4."
2024-01-01,03,93.3,Clothing and Footwear,"On 2024-01-01, the Core CPI for Clothing and Footwear was 93.3."
2024-02-01,03,93.3,Clothing and Footwear,"On 2024-02-01, the Core CPI for Clothing and Footwear was 93.3."
2024-03-01,03,93.3,Clothing and Footwear,"On 2024-03-01, the Core CPI for Clothing and Footwear was 93.3."
2024-04-01,03,93.2,Clothing and Footwear,"On 2024-04-01, the Core CPI for Clothing and Footwear was 93.2."
2024-05-01,03,93.3,Clothing and Footwear,"On 2024-05-01, the Core CPI for Clothing and Footwear was 93.3."
2024-06-01,03,93.3,Clothing and Footwear,"On 2024-06-01, the Core CPI for Clothing and Footwear was 93.3."
2024-07-01,03,93.3,Clothing and Footwear,"On 2024-07-01, the Core CPI for Clothing and Footwear was 93.3."
2024-08-01,03,93.2,Clothing and Footwear,"On 2024-08-01, the Core CPI for Clothing and Footwear was 93.2."
2024-09-01,03,93.2,Clothing and Footwear,"On 2024-09-01, the Core CPI for Clothing and Footwear was 93.2."
2024-10-01,03,93.2,Clothing and Footwear,"On 2024-10-01, the Core CPI for Clothing and Footwear was 93.2."
2024-11-01,03,93.1,Clothing and Footwear,"On 2024-11-01, the Core CPI for Clothing and Footwear was 93.1."
2024-12-01,03,92.9,Clothing and Footwear,"On 2024-12-01, the Core CPI for Clothing and Footwear was 92.9."
2025-01-01,03,93.0,Clothing and Footwear,"On 2025-01-01, the Core CPI for Clothing and Footwear was 93.0."
2025-02-01,03,93.1,Clothing and Footwear,"On 2025-02-01, the Core CPI for Clothing and Footwear was 93.1."
2025-03-01,03,93.1,Clothing and Footwear,"On 2025-03-01, the Core CPI for Clothing and Footwear was 93.1."
2025-04-01,03,93.1,Clothing and Footwear,"On 2025-04-01, the Core CPI for Clothing and Footwear was 93.1."
2025-05-01,03,93.1,Clothing and Footwear,"On 2025-05-01, the Core CPI for Clothing and Footwear was 93.1."
2025-06-01,03,93.0,Clothing and Footwear,"On 2025-06-01, the Core CPI for Clothing and Footwear was 93.0."
2025-07-01,03,93.1,Clothing and Footwear,"On 2025-07-01, the Core CPI for Clothing and Footwear was 93.1."
2025-08-01,03,93.1,Clothing and Footwear,"On 2025-08-01, the Core CPI for Clothing and Footwear was 93.1."
2018-01-01,04,120.7,"Housing, Utilities, Gas & Other Fuels","On 2018-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 120.7."
2018-02-01,04,121.5,"Housing, Utilities, Gas & Other Fuels","On 2018-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 121.5."
2018-03-01,04,121.5,"Housing, Utilities, Gas & Other Fuels","On 2018-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 121.5."
2018-04-01,04,121.5,"Housing, Utilities, Gas & Other Fuels","On 2018-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 121.5."
2018-05-01,04,122.3,"Housing, Utilities, Gas & Other Fuels","On 2018-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 122.3."
2018-06-01,04,122.2,"Housing, Utilities, Gas & Other Fuels","On 2018-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 122.2."
2018-07-01,04,122.2,"Housing, Utilities, Gas & Other Fuels","On 2018-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 122.2."
2018-08-01,04,123.1,"Housing, Utilities, Gas & Other Fuels","On 2018-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 123.1."
2018-09-01,04,123.1,"Housing, Utilities, Gas & Other Fuels","On 2018-09-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 123.1."
2018-10-01,04,123.1,"Housing, Utilities, Gas & Other Fuels","On 2018-10-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 123.1."
2018-11-01,04,123.5,"Housing, Utilities, Gas & Other Fuels","On 2018-11-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 123.5."
2018-12-01,04,123.5,"Housing, Utilities, Gas & Other Fuels","On 2018-12-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 123.5."
2019-01-01,04,123.5,"Housing, Utilities, Gas & Other Fuels","On 2019-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 123.5."
2019-02-01,04,124.3,"Housing, Utilities, Gas & Other Fuels","On 2019-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 124.3."
2019-03-01,04,124.3,"Housing, Utilities, Gas & Other Fuels","On 2019-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 124.3."
2019-04-01,04,124.3,"Housing, Utilities, Gas & Other Fuels","On 2019-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 124.3."
2019-05-01,04,124.7,"Housing, Utilities, Gas & Other Fuels","On 2019-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 124.7."
2019-06-01,04,124.7,"Housing, Utilities, Gas & Other Fuels","On 2019-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 124.7."
2019-07-01,04,124.8,"Housing, Utilities, Gas & Other Fuels","On 2019-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 124.8."
2019-08-01,04,125.5,"Housing, Utilities, Gas & Other Fuels","On 2019-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 125.5."
2019-09-01,04,125.5,"Housing, Utilities, Gas & Other Fuels","On 2019-09-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 125.5."
2019-10-01,04,125.6,"Housing, Utilities, Gas & Other Fuels","On 2019-10-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 125.6."
2019-11-01,04,126.1,"Housing, Utilities, Gas & Other Fuels","On 2019-11-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.1."
2019-12-01,04,126.1,"Housing, Utilities, Gas & Other Fuels","On 2019-12-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.1."
2020-01-01,04,126.2,"Housing, Utilities, Gas & Other Fuels","On 2020-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.2."
2020-02-01,04,126.7,"Housing, Utilities, Gas & Other Fuels","On 2020-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.7."
2020-03-01,04,126.7,"Housing, Utilities, Gas & Other Fuels","On 2020-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.7."
2020-04-01,04,126.7,"Housing, Utilities, Gas & Other Fuels","On 2020-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.7."
2020-05-01,04,126.5,"Housing, Utilities, Gas & Other Fuels","On 2020-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.5."
2020-06-01,04,126.5,"Housing, Utilities, Gas & Other Fuels","On 2020-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.5."
2020-07-01,04,126.5,"Housing, Utilities, Gas & Other Fuels","On 2020-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.5."
2020-08-01,04,126.7,"Housing, Utilities, Gas & Other Fuels","On 2020-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.7."
2020-09-01,04,126.7,"Housing, Utilities, Gas & Other Fuels","On 2020-09-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.7."
2020-10-01,04,126.7,"Housing, Utilities, Gas & Other Fuels","On 2020-10-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.7."
2020-11-01,04,126.8,"Housing, Utilities, Gas & Other Fuels","On 2020-11-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.8."
2020-12-01,04,126.8,"Housing, Utilities, Gas & Other Fuels","On 2020-12-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.8."
2021-01-01,04,126.8,"Housing, Utilities, Gas & Other Fuels","On 2021-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 126.8."
2021-02-01,04,127.2,"Housing, Utilities, Gas & Other Fuels","On 2021-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.2."
2021-03-01,04,127.2,"Housing, Utilities, Gas & Other Fuels","On 2021-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.2."
2021-04-01,04,127.2,"Housing, Utilities, Gas & Other Fuels","On 2021-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.2."
2021-05-01,04,127.3,"Housing, Utilities, Gas & Other Fuels","On 2021-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.3."
2021-06-01,04,127.3,"Housing, Utilities, Gas & Other Fuels","On 2021-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.3."
2021-07-01,04,127.3,"Housing, Utilities, Gas & Other Fuels","On 2021-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.3."
2021-08-01,04,127.4,"Housing, Utilities, Gas & Other Fuels","On 2021-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.4."
2021-09-01,04,127.5,"Housing, Utilities, Gas & Other Fuels","On 2021-09-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.5."
2021-10-01,04,127.5,"Housing, Utilities, Gas & Other Fuels","On 2021-10-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.5."
2021-11-01,04,127.8,"Housing, Utilities, Gas & Other Fuels","On 2021-11-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.8."
2021-12-01,04,127.9,"Housing, Utilities, Gas & Other Fuels","On 2021-12-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.9."
2022-01-01,04,127.9,"Housing, Utilities, Gas & Other Fuels","On 2022-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 127.9."
2022-02-01,04,128.4,"Housing, Utilities, Gas & Other Fuels","On 2022-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 128.4."
2022-03-01,04,128.4,"Housing, Utilities, Gas & Other Fuels","On 2022-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 128.4."
2022-04-01,04,128.5,"Housing, Utilities, Gas & Other Fuels","On 2022-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 128.5."
2022-05-01,04,129.0,"Housing, Utilities, Gas & Other Fuels","On 2022-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 129.0."
2022-06-01,04,129.1,"Housing, Utilities, Gas & Other Fuels","On 2022-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 129.1."
2022-07-01,04,129.1,"Housing, Utilities, Gas & Other Fuels","On 2022-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 129.1."
2022-08-01,04,129.8,"Housing, Utilities, Gas & Other Fuels","On 2022-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 129.8."
2022-09-01,04,129.8,"Housing, Utilities, Gas & Other Fuels","On 2022-09-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 129.8."
2022-10-01,04,129.8,"Housing, Utilities, Gas & Other Fuels","On 2022-10-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 129.8."
2022-11-01,04,130.1,"Housing, Utilities, Gas & Other Fuels","On 2022-11-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 130.1."
2022-12-01,04,130.1,"Housing, Utilities, Gas & Other Fuels","On 2022-12-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 130.1."
2023-01-01,04,130.1,"Housing, Utilities, Gas & Other Fuels","On 2023-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 130.1."
2023-02-01,04,130.9,"Housing, Utilities, Gas & Other Fuels","On 2023-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 130.9."
2023-03-01,04,130.9,"Housing, Utilities, Gas & Other Fuels","On 2023-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 130.9."
2023-04-01,04,130.9,"Housing, Utilities, Gas & Other Fuels","On 2023-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 130.9."
2023-05-01,04,131.7,"Housing, Utilities, Gas & Other Fuels","On 2023-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 131.7."
2023-06-01,04,131.7,"Housing, Utilities, Gas & Other Fuels","On 2023-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 131.7."
2023-07-01,04,131.7,"Housing, Utilities, Gas & Other Fuels","On 2023-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 131.7."
2023-08-01,04,132.0,"Housing, Utilities, Gas & Other Fuels","On 2023-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.0."
2023-09-01,04,132.1,"Housing, Utilities, Gas & Other Fuels","On 2023-09-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.1."
2023-10-01,04,132.1,"Housing, Utilities, Gas & Other Fuels","On 2023-10-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.1."
2023-11-01,04,132.5,"Housing, Utilities, Gas & Other Fuels","On 2023-11-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.5."
2023-12-01,04,132.5,"Housing, Utilities, Gas & Other Fuels","On 2023-12-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.5."
2024-01-01,04,132.5,"Housing, Utilities, Gas & Other Fuels","On 2024-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.5."
2024-02-01,04,132.9,"Housing, Utilities, Gas & Other Fuels","On 2024-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.9."
2024-03-01,04,132.9,"Housing, Utilities, Gas & Other Fuels","On 2024-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.9."
2024-04-01,04,132.9,"Housing, Utilities, Gas & Other Fuels","On 2024-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 132.9."
2024-05-01,04,133.9,"Housing, Utilities, Gas & Other Fuels","On 2024-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 133.9."
2024-06-01,04,133.9,"Housing, Utilities, Gas & Other Fuels","On 2024-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 133.9."
2024-07-01,04,133.9,"Housing, Utilities, Gas & Other Fuels","On 2024-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 133.9."
2024-08-01,04,134.2,"Housing, Utilities, Gas & Other Fuels","On 2024-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 134.2."
2024-09-01,04,134.2,"Housing, Utilities, Gas & Other Fuels","On 2024-09-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 134.2."
2024-10-01,04,134.2,"Housing, Utilities, Gas & Other Fuels","On 2024-10-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 134.2."
2024-11-01,04,134.7,"Housing, Utilities, Gas & Other Fuels","On 2024-11-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 134.7."
2024-12-01,04,134.7,"Housing, Utilities, Gas & Other Fuels","On 2024-12-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 134.7."
2025-01-01,04,134.9,"Housing, Utilities, Gas & Other Fuels","On 2025-01-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 134.9."
2025-02-01,04,136.0,"Housing, Utilities, Gas & Other Fuels","On 2025-02-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 136.0."
2025-03-01,04,136.0,"Housing, Utilities, Gas & Other Fuels","On 2025-03-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 136.0."
2025-04-01,04,136.1,"Housing, Utilities, Gas & Other Fuels","On 2025-04-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 136.1."
2025-05-01,04,136.7,"Housing, Utilities, Gas & Other Fuels","On 2025-05-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 136.7."
2025-06-01,04,136.7,"Housing, Utilities, Gas & Other Fuels","On 2025-06-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 136.7."
2025-07-01,04,136.7,"Housing, Utilities, Gas & Other Fuels","On 2025-07-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 136.7."
2025-08-01,04,137.1,"Housing, Utilities, Gas & Other Fuels","On 2025-08-01, the Core CPI for Housing, Utilities, Gas & Other Fuels was 137.1."
2018-01-01,05,115.8,"Household Furnishings, Equipment & Maintenance","On 2018-01-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.8."
2018-02-01,05,115.7,"Household Furnishings, Equipment & Maintenance","On 2018-02-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.7."
2018-03-01,05,115.8,"Household Furnishings, Equipment & Maintenance","On 2018-03-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.8."
2018-04-01,05,115.9,"Household Furnishings, Equipment & Maintenance","On 2018-04-01, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.9."
